order_item_id,order_id,product_id,quantity
1,5001,1142,5
2,5001,1068,3
3,5002,1061,1
4,5002,1013,4
5,5003,1141,4
6,5003,1040,1
7,5003,1093,1
8,5004,1023,3
9,5004,1123,2
10,5005,1007,2
11,5006,1075,1
12,5007,1030,3
13,5007,1102,4
14,5008,1068,1
15,5008,1140,4
16,5009,1095,4
17,5010,1048,4
18,5010,1012,3
19,5011,1120,3
20,5011,1058,3
21,5012,1016,2
22,5012,1025,1
23,5012,1089,5
24,5013,1059,5
25,5013,1016,4
26,5014,1108,5
27,5014,1122,5
28,5014,1061,4
29,5015,1021,4
30,5015,1009,5
31,5016,1133,5
32,5016,1038,1
33,5016,1115,2
34,5017,1055,2
35,5018,1011,4
36,5019,1112,2
37,5020,1038,5
38,5020,1067,3
39,5020,1018,1
40,5021,1143,4
41,5021,1142,3
42,5022,1134,4
43,5022,1004,5
44,5023,1134,4
45,5023,1029,4
46,5023,1039,2
47,5024,1150,1
48,5024,1028,5
49,5024,1026,3
50,5025,1089,4
51,5025,1068,4
52,5025,1125,5
53,5026,1122,1
54,5026,1045,3
55,5026,1104,2
56,5027,1103,1
57,5027,1102,3
58,5027,1061,1
59,5028,1122,3
60,5028,1096,1
61,5028,1087,3
62,5029,1072,4
63,5029,1026,2
64,5030,1077,4
65,5031,1069,4
66,5031,1023,2
67,5032,1055,4
68,5032,1125,5
69,5033,1015,5
70,5033,1041,1
71,5034,1130,4
72,5034,1035,5
73,5035,1008,2
74,5035,1050,2
75,5035,1015,2
76,5036,1117,1
77,5037,1051,3
78,5037,1095,4
79,5038,1102,1
80,5038,1008,2
81,5038,1096,4
82,5039,1115,2
83,5039,1122,5
84,5039,1142,3
85,5040,1042,3
86,5040,1024,3
87,5041,1099,1
88,5042,1147,2
89,5043,1058,2
90,5044,1105,5
91,5044,1006,1
92,5045,1034,2
93,5045,1003,2
94,5046,1079,3
95,5046,1109,4
96,5047,1118,3
97,5047,1056,4
98,5048,1134,5
99,5048,1102,5
100,5049,1002,5
101,5050,1096,5
102,5050,1073,3
103,5050,1028,4
104,5051,1087,3
105,5052,1084,3
106,5052,1067,3
107,5052,1049,2
108,5053,1062,1
109,5053,1104,3
110,5053,1036,1
111,5054,1128,3
112,5054,1067,4
113,5054,1104,4
114,5055,1010,5
115,5055,1147,2
116,5055,1088,2
117,5056,1137,4
118,5056,1092,5
119,5056,1077,2
120,5057,1143,2
121,5057,1076,1
122,5057,1121,2
123,5058,1067,5
124,5058,1047,3
125,5058,1023,2
126,5059,1058,3
127,5059,1108,3
128,5060,1067,5
129,5060,1076,4
130,5061,1121,1
131,5062,1150,5
132,5062,1019,4
133,5062,1050,5
134,5063,1098,5
135,5064,1106,1
136,5064,1039,2
137,5065,1088,4
138,5066,1118,2
139,5066,1081,2
140,5066,1021,4
141,5067,1046,3
142,5067,1015,1
143,5068,1071,2
144,5068,1044,5
145,5069,1126,1
146,5070,1112,4
147,5071,1110,4
148,5071,1099,1
149,5072,1137,2
150,5073,1096,1
151,5073,1083,5
152,5073,1049,1
153,5074,1002,2
154,5074,1058,3
155,5074,1080,2
156,5075,1099,5
157,5076,1079,2
158,5076,1017,1
159,5076,1077,3
160,5077,1134,5
161,5077,1135,3
162,5078,1035,3
163,5078,1126,3
164,5079,1043,4
165,5080,1059,2
166,5081,1034,2
167,5081,1006,5
168,5081,1130,2
169,5082,1094,1
170,5083,1066,5
171,5083,1013,5
172,5084,1028,1
173,5085,1030,4
174,5086,1098,1
175,5086,1141,3
176,5087,1040,2
177,5087,1003,3
178,5088,1026,5
179,5088,1070,5
180,5089,1036,4
181,5089,1027,5
182,5089,1031,3
183,5090,1028,4
184,5091,1052,3
185,5092,1052,3
186,5092,1105,3
187,5092,1042,1
188,5093,1128,2
189,5093,1124,3
190,5093,1061,1
191,5094,1023,1
192,5095,1127,2
193,5095,1024,5
194,5095,1020,1
195,5096,1060,4
196,5096,1076,3
197,5097,1013,1
198,5097,1045,1
199,5098,1093,3
200,5098,1110,1
201,5099,1012,1
202,5100,1044,3
203,5101,1113,5
204,5101,1069,1
205,5102,1088,2
206,5102,1030,4
207,5103,1117,3
208,5103,1099,4
209,5104,1043,1
210,5104,1034,1
211,5105,1027,4
212,5106,1124,5
213,5106,1113,2
214,5106,1098,3
215,5107,1008,2
216,5107,1124,4
217,5107,1029,4
218,5108,1012,1
219,5108,1067,3
220,5109,1135,5
221,5110,1145,2
222,5110,1087,5
223,5110,1134,5
224,5111,1111,2
225,5112,1089,4
226,5112,1039,5
227,5113,1014,1
228,5113,1041,5
229,5113,1121,4
230,5114,1020,4
231,5115,1062,3
232,5115,1072,1
233,5116,1058,5
234,5116,1097,4
235,5116,1061,1
236,5117,1114,5
237,5117,1115,1
238,5118,1115,3
239,5118,1031,4
240,5119,1005,1
241,5119,1104,4
242,5119,1010,5
243,5120,1001,1
244,5120,1078,5
245,5120,1144,2
246,5121,1117,3
247,5121,1094,1
248,5121,1058,4
249,5122,1144,5
250,5122,1122,3
251,5123,1116,1
252,5123,1025,2
253,5123,1001,3
254,5124,1075,5
255,5124,1134,3
256,5125,1028,1
257,5125,1043,4
258,5125,1036,4
259,5126,1066,5
260,5127,1049,1
261,5128,1056,4
262,5128,1049,3
263,5129,1107,1
264,5130,1032,4
265,5130,1118,5
266,5130,1130,2
267,5131,1002,5
268,5131,1013,5
269,5132,1150,4
270,5132,1131,2
271,5133,1149,2
272,5133,1033,1
273,5133,1100,5
274,5134,1083,5
275,5134,1099,4
276,5134,1064,3
277,5135,1088,3
278,5135,1116,2
279,5136,1106,5
280,5137,1132,3
281,5137,1141,3
282,5137,1142,2
283,5138,1054,5
284,5139,1075,3
285,5139,1034,2
286,5139,1129,5
287,5140,1083,1
288,5140,1091,5
289,5140,1123,5
290,5141,1107,5
291,5141,1074,4
292,5141,1004,5
293,5142,1007,4
294,5143,1014,1
295,5144,1069,2
296,5145,1065,2
297,5145,1016,3
298,5146,1139,1
299,5147,1116,1
300,5147,1144,2
301,5148,1144,4
302,5148,1061,5
303,5148,1074,1
304,5149,1100,4
305,5149,1081,5
306,5150,1004,3
307,5151,1114,2
308,5152,1095,5
309,5152,1140,5
310,5152,1051,2
311,5153,1115,2
312,5153,1020,2
313,5154,1132,1
314,5155,1011,4
315,5155,1072,5
316,5156,1034,2
317,5156,1150,3
318,5157,1085,4
319,5158,1040,1
320,5158,1040,3
321,5158,1014,5
322,5159,1078,4
323,5159,1147,5
324,5159,1092,1
325,5160,1082,5
326,5160,1057,2
327,5160,1134,1
328,5161,1041,4
329,5161,1140,5
330,5161,1104,1
331,5162,1057,2
332,5162,1085,3
333,5163,1076,2
334,5163,1136,4
335,5164,1003,1
336,5164,1089,4
337,5164,1062,5
338,5165,1063,1
339,5165,1083,4
340,5165,1030,4
341,5166,1139,3
342,5166,1007,5
343,5167,1132,5
344,5167,1115,4
345,5168,1076,2
346,5169,1132,1
347,5169,1025,2
348,5170,1137,1
349,5170,1017,2
350,5170,1055,4
351,5171,1053,5
352,5172,1112,1
353,5172,1040,1
354,5172,1118,3
355,5173,1023,1
356,5174,1046,3
357,5175,1019,5
358,5175,1059,3
359,5175,1105,4
360,5176,1104,4
361,5176,1081,1
362,5177,1031,5
363,5177,1002,5
364,5178,1150,1
365,5179,1019,3
366,5179,1129,1
367,5179,1075,3
368,5180,1023,3
369,5180,1113,4
370,5180,1102,1
371,5181,1041,5
372,5181,1057,2
373,5182,1101,5
374,5182,1076,2
375,5182,1077,3
376,5183,1142,5
377,5184,1032,1
378,5185,1147,5
379,5186,1138,5
380,5186,1022,3
381,5187,1089,2
382,5188,1132,2
383,5188,1042,2
384,5189,1065,2
385,5190,1047,5
386,5191,1141,4
387,5192,1141,1
388,5192,1075,1
389,5192,1065,1
390,5193,1149,4
391,5194,1092,2
392,5194,1061,1
393,5195,1018,2
394,5195,1082,4
395,5196,1085,5
396,5196,1079,5
397,5197,1145,5
398,5198,1081,4
399,5198,1044,1
400,5199,1064,2
401,5199,1112,3
402,5200,1035,3
403,5200,1123,4
404,5201,1092,3
405,5201,1125,5
406,5202,1045,5
407,5203,1072,2
408,5204,1051,3
409,5204,1020,1
410,5204,1005,5
411,5205,1008,5
412,5205,1149,4
413,5205,1055,1
414,5206,1067,5
415,5206,1139,4
416,5206,1039,3
417,5207,1058,5
418,5207,1075,2
419,5208,1129,5
420,5208,1024,4
421,5209,1129,1
422,5209,1062,5
423,5210,1043,5
424,5210,1036,4
425,5210,1041,2
426,5211,1145,2
427,5211,1124,3
428,5211,1011,2
429,5212,1060,1
430,5212,1068,3
431,5213,1011,2
432,5214,1093,4
433,5214,1121,4
434,5214,1012,1
435,5215,1083,1
436,5215,1134,3
437,5215,1068,5
438,5216,1146,2
439,5216,1097,4
440,5216,1094,5
441,5217,1020,5
442,5217,1065,4
443,5217,1058,5
444,5218,1091,3
445,5218,1125,4
446,5219,1002,5
447,5219,1036,4
448,5219,1043,2
449,5220,1132,3
450,5221,1039,2
451,5222,1093,5
452,5223,1031,2
453,5223,1107,3
454,5223,1030,4
455,5224,1123,4
456,5224,1054,5
457,5224,1042,4
458,5225,1063,1
459,5226,1147,5
460,5227,1035,5
461,5228,1147,2
462,5229,1043,3
463,5230,1133,4
464,5231,1145,1
465,5231,1073,1
466,5231,1056,4
467,5232,1121,4
468,5232,1044,2
469,5232,1106,5
470,5233,1150,2
471,5234,1131,3
472,5234,1043,3
473,5234,1117,5
474,5235,1018,2
475,5235,1097,4
476,5235,1034,1
477,5236,1052,5
478,5237,1108,2
479,5237,1025,2
480,5237,1122,5
481,5238,1010,5
482,5238,1129,1
483,5238,1024,4
484,5239,1034,5
485,5239,1139,1
486,5239,1111,5
487,5240,1095,1
488,5240,1136,4
489,5241,1124,4
490,5242,1148,1
491,5242,1109,2
492,5243,1123,2
493,5243,1022,3
494,5244,1140,4
495,5244,1066,2
496,5244,1002,1
497,5245,1134,1
498,5245,1134,1
499,5245,1097,2
500,5246,1081,4
501,5246,1093,1
502,5246,1040,4
503,5247,1150,3
504,5247,1067,5
505,5247,1109,5
506,5248,1071,4
507,5248,1053,4
508,5249,1143,4
509,5249,1046,3
510,5249,1144,5
511,5250,1065,3
512,5250,1148,3
513,5251,1102,2
514,5251,1031,2
515,5251,1115,2
516,5252,1055,5
517,5253,1087,5
518,5253,1014,2
519,5254,1002,1
520,5254,1038,4
521,5255,1112,1
522,5255,1017,3
523,5255,1057,3
524,5256,1010,4
525,5257,1134,3
526,5257,1015,2
527,5258,1127,4
528,5258,1003,2
529,5258,1133,3
530,5259,1009,5
531,5260,1133,2
532,5260,1044,1
533,5260,1093,2
534,5261,1001,2
535,5261,1023,3
536,5261,1103,3
537,5262,1102,4
538,5262,1052,5
539,5262,1004,1
540,5263,1141,3
541,5264,1144,5
542,5264,1090,3
543,5264,1071,2
544,5265,1050,4
545,5265,1104,5
546,5265,1002,3
547,5266,1105,5
548,5267,1144,1
549,5268,1076,3
550,5268,1030,5
551,5268,1066,5
552,5269,1065,4
553,5269,1097,5
554,5269,1124,2
555,5270,1118,4
556,5270,1008,4
557,5271,1067,1
558,5272,1057,2
559,5272,1081,4
560,5273,1133,5
561,5273,1003,3
562,5274,1074,1
563,5275,1088,1
564,5275,1142,2
565,5276,1081,3
566,5276,1056,5
567,5277,1047,2
568,5277,1128,2
569,5278,1062,3
570,5279,1059,2
571,5280,1092,2
572,5281,1031,1
573,5282,1127,5
574,5282,1002,5
575,5282,1011,4
576,5283,1081,4
577,5283,1148,3
578,5284,1047,5
579,5284,1072,4
580,5285,1148,2
581,5286,1135,4
582,5287,1139,1
583,5287,1129,3
584,5288,1045,4
585,5288,1031,5
586,5289,1081,1
587,5289,1004,2
588,5290,1149,1
589,5290,1084,3
590,5291,1067,2
591,5291,1141,3
592,5291,1061,3
593,5292,1088,3
594,5292,1048,4
595,5293,1054,4
596,5293,1096,3
597,5294,1072,4
598,5294,1047,5
599,5295,1148,2
600,5296,1070,2
601,5297,1111,4
602,5297,1051,2
603,5297,1039,4
604,5298,1046,4
605,5299,1035,5
606,5299,1137,3
607,5300,1077,3
608,5300,1144,5
609,5301,1102,1
610,5302,1042,1
611,5302,1056,3
612,5302,1122,1
613,5303,1086,3
614,5303,1093,3
615,5304,1143,3
616,5304,1089,1
617,5304,1106,1
618,5305,1051,5
619,5305,1148,5
620,5306,1073,3
621,5307,1131,4
622,5307,1115,1
623,5308,1074,4
624,5308,1038,2
625,5309,1087,4
626,5309,1147,4
627,5309,1019,1
628,5310,1088,2
629,5311,1082,3
630,5311,1069,5
631,5312,1102,3
632,5312,1114,3
633,5312,1134,4
634,5313,1043,2
635,5313,1006,2
636,5314,1061,3
637,5314,1021,2
638,5314,1043,4
639,5315,1025,1
640,5316,1141,1
641,5316,1007,4
642,5317,1022,1
643,5317,1068,5
644,5317,1040,1
645,5318,1100,3
646,5318,1059,2
647,5318,1073,4
648,5319,1033,2
649,5319,1135,2
650,5319,1008,1
651,5320,1092,3
652,5320,1122,4
653,5320,1139,3
654,5321,1114,2
655,5321,1139,2
656,5321,1117,5
657,5322,1135,5
658,5322,1080,3
659,5323,1139,2
660,5323,1023,4
661,5324,1094,4
662,5324,1067,2
663,5325,1003,1
664,5325,1134,2
665,5326,1074,4
666,5326,1137,1
667,5327,1126,4
668,5327,1077,1
669,5327,1111,3
670,5328,1060,1
671,5328,1141,3
672,5328,1049,4
673,5329,1112,4
674,5329,1064,2
675,5329,1100,4
676,5330,1068,1
677,5331,1062,5
678,5331,1070,3
679,5332,1137,3
680,5332,1106,2
681,5332,1018,2
682,5333,1075,1
683,5334,1117,5
684,5334,1116,3
685,5334,1126,2
686,5335,1005,2
687,5335,1013,5
688,5336,1048,1
689,5337,1069,2
690,5337,1113,1
691,5338,1024,2
692,5339,1127,2
693,5340,1108,3
694,5340,1128,3
695,5341,1009,3
696,5341,1021,2
697,5342,1069,4
698,5343,1140,4
699,5344,1050,3
700,5345,1004,1
701,5345,1064,4
702,5346,1064,1
703,5346,1051,4
704,5347,1025,5
705,5347,1054,4
706,5347,1100,3
707,5348,1041,1
708,5348,1141,5
709,5349,1065,4
710,5350,1077,2
711,5350,1093,1
712,5350,1056,1
713,5351,1112,3
714,5352,1043,3
715,5353,1031,4
716,5353,1063,1
717,5353,1011,5
718,5354,1122,5
719,5354,1040,3
720,5354,1023,2
721,5355,1128,1
722,5356,1087,1
723,5356,1016,3
724,5356,1040,5
725,5357,1033,4
726,5358,1082,5
727,5359,1089,4
728,5359,1050,1
729,5359,1097,3
730,5360,1035,3
731,5360,1011,4
732,5360,1113,5
733,5361,1139,4
734,5361,1049,5
735,5362,1140,3
736,5363,1120,3
737,5363,1142,2
738,5364,1136,2
739,5365,1076,3
740,5365,1139,3
741,5366,1001,5
742,5366,1098,2
743,5367,1094,5
744,5368,1083,1
745,5369,1138,4
746,5369,1049,5
747,5369,1128,5
748,5370,1073,3
749,5371,1083,1
750,5371,1025,5
751,5372,1018,1
752,5372,1034,2
753,5372,1009,2
754,5373,1125,2
755,5374,1009,5
756,5375,1100,4
757,5375,1135,5
758,5375,1066,1
759,5376,1057,5
760,5376,1019,1
761,5377,1126,1
762,5378,1016,3
763,5378,1143,4
764,5379,1015,5
765,5379,1069,5
766,5380,1019,3
767,5381,1056,5
768,5382,1026,2
769,5383,1099,2
770,5383,1050,5
771,5383,1064,5
772,5384,1046,5
773,5384,1143,4
774,5384,1028,5
775,5385,1118,4
776,5385,1027,2
777,5386,1141,4
778,5387,1087,2
779,5387,1137,5
780,5387,1114,3
781,5388,1141,3
782,5388,1096,4
783,5389,1111,3
784,5389,1062,5
785,5389,1140,2
786,5390,1141,3
787,5390,1093,4
788,5391,1102,1
789,5391,1009,3
790,5392,1005,5
791,5392,1035,3
792,5392,1002,3
793,5393,1055,3
794,5394,1071,5
795,5395,1143,5
796,5395,1147,2
797,5395,1025,1
798,5396,1092,2
799,5396,1036,3
800,5397,1150,2
801,5397,1060,3
802,5398,1024,5
803,5398,1103,5
804,5399,1020,3
805,5400,1045,4
806,5400,1148,1
807,5401,1077,1
808,5401,1148,4
809,5401,1021,1
810,5402,1090,4
811,5402,1107,1
812,5403,1003,4
813,5404,1079,5
814,5405,1082,5
815,5406,1039,3
816,5406,1129,2
817,5406,1040,1
818,5407,1101,4
819,5407,1148,5
820,5407,1024,2
821,5408,1075,4
822,5408,1038,2
823,5409,1022,4
824,5409,1147,1
825,5410,1103,3
826,5410,1022,4
827,5410,1129,4
828,5411,1034,2
829,5411,1124,5
830,5411,1051,4
831,5412,1147,2
832,5412,1144,5
833,5413,1135,2
834,5413,1063,1
835,5413,1069,4
836,5414,1148,1
837,5414,1029,4
838,5415,1094,3
839,5415,1049,3
840,5416,1007,3
841,5416,1044,3
842,5417,1114,5
843,5417,1038,4
844,5417,1012,2
845,5418,1096,2
846,5419,1022,1
847,5419,1014,2
848,5419,1038,3
849,5420,1088,1
850,5421,1116,4
851,5421,1006,3
852,5422,1138,2
853,5423,1140,5
854,5424,1141,4
855,5424,1037,1
856,5425,1150,5
857,5425,1012,3
858,5426,1016,3
859,5427,1070,1
860,5428,1003,1
861,5428,1100,3
862,5429,1093,1
863,5429,1005,3
864,5429,1099,2
865,5430,1131,1
866,5430,1081,4
867,5431,1137,1
868,5431,1048,2
869,5431,1129,4
870,5432,1006,1
871,5432,1064,5
872,5432,1079,3
873,5433,1101,2
874,5433,1005,3
875,5434,1091,3
876,5434,1078,2
877,5434,1129,3
878,5435,1066,4
879,5436,1143,3
880,5437,1039,3
881,5438,1036,1
882,5438,1098,5
883,5439,1059,4
884,5439,1062,5
885,5439,1040,4
886,5440,1085,4
887,5440,1139,2
888,5441,1036,5
889,5442,1052,2
890,5442,1080,5
891,5442,1035,4
892,5443,1145,2
893,5444,1018,5
894,5444,1137,1
895,5445,1082,2
896,5446,1008,3
897,5446,1106,4
898,5446,1078,4
899,5447,1071,2
900,5447,1049,1
901,5447,1034,2
902,5448,1069,5
903,5449,1060,5
904,5449,1060,2
905,5449,1007,3
906,5450,1123,2
2,5001,1002,2
907,999999,1001,1
908,5002,999999,1
909,5003,1151,1
910,5004,1152,1
911,5005,1005,-3
912,5451,1006,1
913,5454,1007,1
