order_id,customer_id,order_status,created_at
5001,307.0,completed,2024-05-09 06:49:00
5002,71.0,completed,2024-04-16 00:31:00
5003,221.0,completed,2024-06-08 22:14:00
5004,257.0,pending,2024-07-13 11:04:00
5005,204.0,completed,2024-04-03 14:58:00
5006,40.0,cancelled,2024-06-13 12:45:00
5007,328.0,completed,2024-05-22 00:20:00
5008,88.0,completed,2024-06-28 11:05:00
5009,224.0,completed,2024-06-15 12:33:00
5010,41.0,cancelled,2024-07-05 10:14:00
5011,171.0,completed,2024-06-21 03:33:00
5012,262.0,completed,2024-05-15 11:46:00
5013,331.0,completed,2024-04-19 08:12:00
5014,89.0,completed,2024-07-07 20:04:00
5015,91.0,completed,2024-07-06 18:48:00
5016,297.0,cancelled,2024-07-22 18:41:00
5017,326.0,completed,2024-06-20 10:09:00
5018,226.0,completed,2024-06-20 09:50:00
5019,141.0,completed,2024-06-04 02:19:00
5020,237.0,completed,2024-05-18 09:04:00
5021,331.0,completed,2024-06-04 12:29:00
5022,298.0,pending,2024-07-04 01:28:00
5023,293.0,completed,2024-06-17 15:32:00
5024,78.0,completed,2024-07-13 10:45:00
5025,44.0,pending,2024-04-06 07:45:00
5026,225.0,completed,2024-06-18 05:23:00
5027,191.0,completed,2024-07-09 10:43:00
5028,307.0,completed,2024-06-22 10:04:00
5029,169.0,completed,2024-05-20 09:16:00
5030,337.0,pending,2024-05-13 02:37:00
5031,340.0,completed,2024-05-10 20:44:00
5032,340.0,completed,2024-06-30 02:19:00
5033,287.0,cancelled,2024-05-13 04:42:00
5034,270.0,completed,2024-05-25 16:23:00
5035,10.0,completed,2024-04-28 10:49:00
5036,249.0,completed,2024-04-18 04:04:00
5037,152.0,completed,2024-06-09 23:56:00
5038,270.0,completed,2024-07-22 19:08:00
5039,306.0,completed,2024-04-24 22:49:00
5040,320.0,completed,2024-04-06 13:23:00
5041,347.0,completed,2024-05-27 19:18:00
5042,230.0,completed,2024-05-10 15:57:00
5043,100.0,cancelled,2024-06-13 14:29:00
5044,145.0,completed,2024-05-24 05:52:00
5045,103.0,completed,2024-05-03 01:41:00
5046,247.0,cancelled,2024-04-14 22:54:00
5047,265.0,completed,2024-07-07 05:17:00
5048,231.0,completed,2024-05-26 02:58:00
5049,114.0,cancelled,2024-07-29 00:26:00
5050,28.0,completed,2024-05-01 12:05:00
5051,192.0,completed,2024-07-29 03:53:00
5052,333.0,cancelled,2024-04-18 01:18:00
5053,242.0,pending,2024-07-07 22:30:00
5054,230.0,completed,2024-04-11 00:16:00
5055,111.0,completed,2024-07-03 19:33:00
5056,217.0,completed,2024-05-01 09:07:00
5057,25.0,completed,2024-07-11 19:29:00
5058,33.0,completed,2024-06-03 19:34:00
5059,9.0,completed,2024-05-01 22:09:00
5060,150.0,completed,2024-05-16 07:36:00
5061,214.0,completed,2024-04-11 16:23:00
5062,35.0,completed,2024-07-10 16:35:00
5063,11.0,cancelled,2024-04-06 20:24:00
5064,192.0,cancelled,2024-05-16 02:22:00
5065,124.0,pending,2024-04-14 18:47:00
5066,171.0,completed,2024-06-09 10:52:00
5067,330.0,completed,2024-06-27 14:44:00
5068,246.0,completed,2024-04-18 02:45:00
5069,235.0,completed,2024-04-06 06:56:00
5070,22.0,cancelled,2024-06-05 12:52:00
5071,279.0,completed,2024-07-06 20:12:00
5072,147.0,cancelled,2024-04-07 20:21:00
5073,140.0,completed,2024-05-26 12:47:00
5074,226.0,completed,2024-04-24 15:44:00
5075,255.0,cancelled,2024-06-06 08:51:00
5076,43.0,completed,2024-05-26 19:52:00
5077,93.0,completed,2024-04-14 02:20:00
5078,339.0,completed,2024-06-17 22:27:00
5079,86.0,completed,2024-05-28 01:46:00
5080,181.0,pending,2024-05-06 20:50:00
5081,30.0,completed,2024-05-22 11:32:00
5082,348.0,completed,2024-04-19 19:43:00
5083,225.0,completed,2024-05-01 20:23:00
5084,186.0,cancelled,2024-04-05 19:09:00
5085,348.0,cancelled,2024-05-18 14:48:00
5086,40.0,completed,2024-05-17 12:20:00
5087,333.0,completed,2024-04-15 00:47:00
5088,96.0,completed,2024-07-26 17:07:00
5089,135.0,cancelled,2024-04-28 19:18:00
5090,252.0,completed,2024-07-19 02:28:00
5091,89.0,completed,2024-04-12 21:54:00
5092,164.0,completed,2024-04-09 17:34:00
5093,149.0,cancelled,2024-07-01 22:59:00
5094,327.0,completed,2024-06-05 07:07:00
5095,103.0,completed,2024-06-03 00:23:00
5096,284.0,completed,2024-07-12 17:08:00
5097,314.0,completed,2024-05-21 22:46:00
5098,246.0,completed,2024-05-23 18:04:00
5099,65.0,cancelled,2024-05-28 14:43:00
5100,265.0,completed,2024-07-16 17:40:00
5101,301.0,completed,2024-04-17 13:32:00
5102,29.0,completed,2024-05-09 05:10:00
5103,166.0,completed,2024-07-30 16:57:00
5104,146.0,completed,2024-06-21 17:17:00
5105,65.0,completed,2024-06-08 02:32:00
5106,329.0,completed,2024-06-14 04:10:00
5107,338.0,pending,2024-06-17 10:53:00
5108,289.0,completed,2024-04-04 02:02:00
5109,329.0,completed,2024-04-27 18:26:00
5110,317.0,completed,2024-07-23 20:34:00
5111,149.0,pending,2024-06-01 07:51:00
5112,208.0,completed,2024-06-28 01:10:00
5113,226.0,completed,2024-04-27 10:38:00
5114,74.0,cancelled,2024-05-11 23:55:00
5115,177.0,completed,2024-05-18 16:35:00
5116,55.0,completed,2024-04-16 08:28:00
5117,127.0,completed,2024-05-08 12:55:00
5118,316.0,completed,2024-07-20 05:52:00
5119,168.0,pending,2024-04-25 05:31:00
5120,264.0,completed,2024-05-10 15:01:00
5121,47.0,completed,2024-05-01 06:37:00
5122,181.0,completed,2024-06-03 19:56:00
5123,335.0,completed,2024-06-08 00:54:00
5124,56.0,completed,2024-05-04 23:23:00
5125,207.0,completed,2024-04-07 18:35:00
5126,100.0,cancelled,2024-04-10 12:32:00
5127,231.0,completed,2024-06-19 21:39:00
5128,61.0,completed,2024-05-21 11:50:00
5129,174.0,pending,2024-07-06 04:12:00
5130,309.0,completed,2024-04-06 01:02:00
5131,71.0,completed,2024-05-31 16:29:00
5132,77.0,pending,2024-04-18 10:59:00
5133,314.0,completed,2024-06-18 23:53:00
5134,154.0,completed,2024-07-16 16:34:00
5135,251.0,pending,2024-05-31 00:23:00
5136,170.0,completed,2024-05-24 18:19:00
5137,323.0,completed,2024-05-04 20:50:00
5138,297.0,completed,2024-04-07 18:30:00
5139,88.0,pending,2024-06-19 12:09:00
5140,349.0,completed,2024-06-29 03:12:00
5141,10.0,completed,2024-04-20 13:44:00
5142,105.0,completed,2024-06-18 15:55:00
5143,32.0,completed,2024-04-27 17:20:00
5144,340.0,completed,2024-05-11 05:29:00
5145,273.0,completed,2024-06-26 23:43:00
5146,330.0,completed,2024-06-01 06:15:00
5147,143.0,completed,2024-07-30 09:49:00
5148,148.0,completed,2024-06-30 15:20:00
5149,246.0,cancelled,2024-07-29 23:17:00
5150,148.0,completed,2024-06-09 12:57:00
5151,203.0,cancelled,2024-07-12 04:18:00
5152,22.0,cancelled,2024-04-11 11:59:00
5153,227.0,completed,2024-06-01 06:12:00
5154,276.0,cancelled,2024-06-29 08:08:00
5155,56.0,pending,2024-05-01 07:03:00
5156,343.0,completed,2024-04-30 01:06:00
5157,212.0,cancelled,2024-04-13 21:49:00
5158,71.0,completed,2024-07-28 05:26:00
5159,335.0,completed,2024-04-26 09:20:00
5160,147.0,completed,2024-07-08 02:41:00
5161,294.0,completed,2024-07-02 01:58:00
5162,90.0,cancelled,2024-04-23 01:53:00
5163,204.0,completed,2024-07-05 09:56:00
5164,20.0,completed,2024-06-17 03:59:00
5165,172.0,completed,2024-06-22 17:33:00
5166,253.0,completed,2024-05-30 08:12:00
5167,58.0,completed,2024-05-29 20:16:00
5168,96.0,completed,2024-07-11 09:36:00
5169,346.0,completed,2024-07-19 20:57:00
5170,208.0,completed,2024-04-12 12:42:00
5171,49.0,completed,2024-06-01 10:59:00
5172,128.0,completed,2024-05-01 14:48:00
5173,137.0,completed,2024-07-02 18:00:00
5174,134.0,completed,2024-05-01 01:42:00
5175,61.0,completed,2024-05-22 21:32:00
5176,160.0,completed,2024-07-27 09:23:00
5177,315.0,completed,2024-04-18 15:09:00
5178,233.0,pending,2024-05-18 13:44:00
5179,282.0,cancelled,2024-07-12 21:52:00
5180,112.0,completed,2024-06-16 02:33:00
5181,229.0,pending,2024-04-10 18:07:00
5182,32.0,pending,2024-04-26 18:34:00
5183,77.0,completed,2024-06-06 14:07:00
5184,349.0,completed,2024-06-02 02:57:00
5185,262.0,cancelled,2024-05-29 04:32:00
5186,213.0,cancelled,2024-06-11 14:43:00
5187,158.0,completed,2024-05-03 00:47:00
5188,112.0,completed,2024-05-25 11:44:00
5189,33.0,pending,2024-07-29 02:59:00
5190,242.0,completed,2024-04-24 04:49:00
5191,329.0,pending,2024-05-24 11:57:00
5192,196.0,cancelled,2024-07-26 12:24:00
5193,42.0,pending,2024-07-21 17:08:00
5194,335.0,completed,2024-06-08 12:33:00
5195,66.0,pending,2024-07-16 00:48:00
5196,12.0,completed,2024-07-02 17:27:00
5197,273.0,cancelled,2024-05-02 14:22:00
5198,80.0,completed,2024-07-22 23:48:00
5199,58.0,completed,2024-05-24 19:49:00
5200,9.0,completed,2024-04-13 19:02:00
5201,229.0,pending,2024-07-21 01:15:00
5202,23.0,completed,2024-06-09 06:48:00
5203,29.0,completed,2024-05-08 07:52:00
5204,295.0,cancelled,2024-07-08 21:52:00
5205,165.0,completed,2024-04-19 21:33:00
5206,114.0,completed,2024-04-08 17:37:00
5207,90.0,pending,2024-06-11 15:03:00
5208,177.0,pending,2024-07-10 16:20:00
5209,214.0,completed,2024-05-19 05:48:00
5210,276.0,completed,2024-04-29 09:54:00
5211,74.0,cancelled,2024-06-11 13:26:00
5212,286.0,completed,2024-05-02 08:13:00
5213,170.0,completed,2024-05-28 11:05:00
5214,275.0,pending,2024-04-07 08:24:00
5215,345.0,pending,2024-07-21 02:12:00
5216,301.0,pending,2024-04-28 15:13:00
5217,171.0,cancelled,2024-04-02 06:59:00
5218,98.0,completed,2024-07-06 15:58:00
5219,125.0,pending,2024-04-27 12:58:00
5220,123.0,completed,2024-05-07 12:29:00
5221,274.0,completed,2024-05-04 11:32:00
5222,255.0,completed,2024-07-02 15:48:00
5223,164.0,completed,2024-05-23 01:36:00
5224,114.0,completed,2024-05-04 17:59:00
5225,300.0,pending,2024-05-08 04:12:00
5226,169.0,completed,2024-07-16 07:31:00
5227,282.0,pending,2024-05-14 08:48:00
5228,251.0,pending,2024-06-02 14:10:00
5229,181.0,completed,2024-06-09 15:11:00
5230,278.0,pending,2024-06-07 01:53:00
5231,39.0,completed,2024-04-01 13:08:00
5232,323.0,completed,2024-04-20 00:13:00
5233,259.0,completed,2024-06-19 20:42:00
5234,316.0,cancelled,2024-04-03 00:34:00
5235,283.0,completed,2024-06-07 23:17:00
5236,275.0,completed,2024-07-14 22:43:00
5237,221.0,completed,2024-04-13 16:09:00
5238,124.0,completed,2024-05-03 11:17:00
5239,204.0,completed,2024-05-22 14:36:00
5240,125.0,completed,2024-06-27 02:41:00
5241,333.0,completed,2024-05-19 12:35:00
5242,244.0,completed,2024-06-29 05:05:00
5243,256.0,cancelled,2024-05-13 18:54:00
5244,49.0,pending,2024-04-30 06:57:00
5245,291.0,completed,2024-07-28 02:43:00
5246,144.0,pending,2024-04-05 05:59:00
5247,162.0,completed,2024-06-15 04:48:00
5248,204.0,completed,2024-06-12 07:36:00
5249,200.0,pending,2024-05-13 12:48:00
5250,72.0,pending,2024-06-04 23:22:00
5251,28.0,completed,2024-07-17 02:21:00
5252,310.0,pending,2024-05-21 10:01:00
5253,325.0,cancelled,2024-05-28 15:14:00
5254,183.0,pending,2024-05-26 05:43:00
5255,300.0,completed,2024-07-08 19:18:00
5256,127.0,completed,2024-05-05 04:24:00
5257,325.0,completed,2024-05-11 11:06:00
5258,47.0,completed,2024-05-27 11:48:00
5259,139.0,completed,2024-04-24 13:28:00
5260,286.0,completed,2024-04-14 00:05:00
5261,182.0,completed,2024-06-16 10:55:00
5262,198.0,completed,2024-05-20 02:46:00
5263,287.0,completed,2024-04-22 21:24:00
5264,87.0,completed,2024-05-05 15:09:00
5265,33.0,completed,2024-05-24 09:30:00
5266,40.0,completed,2024-05-02 23:40:00
5267,254.0,pending,2024-05-29 03:08:00
5268,156.0,completed,2024-05-13 19:24:00
5269,169.0,completed,2024-07-14 20:38:00
5270,70.0,completed,2024-06-28 06:30:00
5271,161.0,completed,2024-05-11 09:47:00
5272,325.0,cancelled,2024-07-10 07:20:00
5273,193.0,cancelled,2024-05-21 11:07:00
5274,289.0,completed,2024-06-09 05:43:00
5275,282.0,completed,2024-05-30 22:13:00
5276,225.0,cancelled,2024-04-09 13:43:00
5277,256.0,completed,2024-05-01 08:42:00
5278,79.0,completed,2024-05-19 02:28:00
5279,307.0,cancelled,2024-06-08 16:59:00
5280,215.0,completed,2024-05-17 22:57:00
5281,275.0,pending,2024-04-11 03:49:00
5282,128.0,pending,2024-04-22 20:39:00
5283,23.0,pending,2024-06-26 20:25:00
5284,170.0,completed,2024-04-13 08:14:00
5285,262.0,completed,2024-06-14 22:36:00
5286,114.0,completed,2024-05-30 21:37:00
5287,257.0,completed,2024-04-04 15:06:00
5288,152.0,cancelled,2024-04-11 03:53:00
5289,73.0,completed,2024-05-29 06:33:00
5290,248.0,completed,2024-05-27 23:44:00
5291,232.0,completed,2024-04-06 22:07:00
5292,12.0,cancelled,2024-06-26 05:59:00
5293,125.0,completed,2024-04-21 10:35:00
5294,219.0,completed,2024-05-22 20:11:00
5295,96.0,pending,2024-05-21 00:47:00
5296,315.0,completed,2024-05-25 12:00:00
5297,110.0,completed,2024-06-30 02:36:00
5298,53.0,completed,2024-05-12 06:29:00
5299,59.0,cancelled,2024-06-02 16:40:00
5300,161.0,completed,2024-05-21 18:07:00
5301,179.0,cancelled,2024-06-19 05:52:00
5302,345.0,pending,2024-07-27 19:37:00
5303,44.0,completed,2024-04-16 07:19:00
5304,60.0,completed,2024-04-19 16:24:00
5305,215.0,completed,2024-05-20 13:11:00
5306,250.0,completed,2024-07-27 20:59:00
5307,89.0,completed,2024-05-07 04:11:00
5308,162.0,cancelled,2024-07-20 11:00:00
5309,249.0,completed,2024-05-20 17:32:00
5310,335.0,completed,2024-06-02 13:45:00
5311,228.0,completed,2024-06-12 00:50:00
5312,113.0,completed,2024-04-29 17:18:00
5313,87.0,cancelled,2024-07-08 15:35:00
5314,262.0,completed,2024-05-05 17:52:00
5315,188.0,pending,2024-04-06 23:28:00
5316,280.0,completed,2024-04-14 23:53:00
5317,335.0,completed,2024-04-05 14:16:00
5318,179.0,completed,2024-04-16 07:13:00
5319,302.0,completed,2024-06-30 19:40:00
5320,220.0,completed,2024-07-10 06:52:00
5321,106.0,completed,2024-06-08 08:38:00
5322,276.0,completed,2024-06-30 09:18:00
5323,294.0,cancelled,2024-06-05 21:52:00
5324,49.0,completed,2024-07-10 13:58:00
5325,31.0,cancelled,2024-04-17 22:55:00
5326,68.0,completed,2024-05-12 07:48:00
5327,347.0,completed,2024-06-13 20:17:00
5328,322.0,completed,2024-04-10 20:50:00
5329,48.0,completed,2024-05-06 22:59:00
5330,189.0,cancelled,2024-05-12 18:00:00
5331,48.0,pending,2024-06-21 21:44:00
5332,184.0,completed,2024-05-21 06:27:00
5333,109.0,completed,2024-07-16 09:21:00
5334,281.0,completed,2024-07-19 15:50:00
5335,176.0,pending,2024-04-06 03:40:00
5336,236.0,completed,2024-07-19 05:28:00
5337,234.0,completed,2024-05-25 06:44:00
5338,68.0,completed,2024-07-21 08:05:00
5339,336.0,completed,2024-05-18 21:57:00
5340,333.0,completed,2024-06-20 09:46:00
5341,120.0,cancelled,2024-06-30 03:00:00
5342,110.0,completed,2024-06-15 07:33:00
5343,349.0,completed,2024-06-29 10:52:00
5344,62.0,cancelled,2024-06-01 02:14:00
5345,197.0,completed,2024-04-14 03:20:00
5346,189.0,completed,2024-07-09 04:41:00
5347,347.0,completed,2024-06-12 00:39:00
5348,333.0,completed,2024-07-02 06:40:00
5349,78.0,cancelled,2024-05-27 06:05:00
5350,52.0,completed,2024-06-15 23:24:00
5351,180.0,completed,2024-04-18 07:17:00
5352,331.0,completed,2024-06-16 19:46:00
5353,312.0,cancelled,2024-06-28 00:54:00
5354,338.0,completed,2024-06-17 16:12:00
5355,201.0,cancelled,2024-07-10 07:31:00
5356,198.0,completed,2024-06-21 19:04:00
5357,271.0,completed,2024-07-29 10:08:00
5358,199.0,completed,2024-06-09 21:11:00
5359,242.0,completed,2024-04-09 00:16:00
5360,111.0,completed,2024-07-11 12:32:00
5361,147.0,pending,2024-07-08 13:27:00
5362,206.0,completed,2024-06-08 19:09:00
5363,143.0,completed,2024-06-05 06:51:00
5364,80.0,completed,2024-06-15 20:48:00
5365,333.0,pending,2024-05-10 22:27:00
5366,123.0,completed,2024-07-28 13:07:00
5367,233.0,pending,2024-05-10 21:47:00
5368,337.0,completed,2024-04-02 22:08:00
5369,6.0,completed,2024-05-15 16:33:00
5370,133.0,completed,2024-07-05 08:46:00
5371,61.0,completed,2024-05-25 08:33:00
5372,33.0,cancelled,2024-06-13 20:04:00
5373,255.0,completed,2024-04-08 15:54:00
5374,291.0,completed,2024-05-03 03:57:00
5375,294.0,pending,2024-04-30 23:32:00
5376,2.0,completed,2024-04-02 07:02:00
5377,242.0,completed,2024-04-20 05:59:00
5378,19.0,pending,2024-07-01 23:41:00
5379,215.0,completed,2024-05-24 23:20:00
5380,139.0,completed,2024-04-16 16:43:00
5381,27.0,completed,2024-06-06 01:25:00
5382,36.0,cancelled,2024-07-09 09:20:00
5383,45.0,completed,2024-05-18 06:18:00
5384,289.0,cancelled,2024-05-02 14:23:00
5385,303.0,cancelled,2024-07-09 06:46:00
5386,280.0,completed,2024-07-29 13:01:00
5387,120.0,completed,2024-07-17 22:56:00
5388,5.0,completed,2024-06-24 12:54:00
5389,158.0,completed,2024-05-01 13:31:00
5390,31.0,completed,2024-04-12 01:58:00
5391,119.0,completed,2024-07-24 11:29:00
5392,44.0,completed,2024-04-18 20:52:00
5393,202.0,completed,2024-04-08 13:42:00
5394,67.0,completed,2024-07-18 10:59:00
5395,202.0,pending,2024-05-12 10:28:00
5396,140.0,completed,2024-04-26 04:49:00
5397,300.0,completed,2024-04-22 14:29:00
5398,161.0,completed,2024-05-16 06:28:00
5399,158.0,completed,2024-04-16 02:10:00
5400,156.0,pending,2024-04-06 06:53:00
5401,168.0,completed,2024-05-02 11:25:00
5402,263.0,completed,2024-05-04 05:01:00
5403,208.0,cancelled,2024-06-10 07:06:00
5404,237.0,completed,2024-04-18 03:00:00
5405,32.0,completed,2024-07-15 12:23:00
5406,323.0,completed,2024-06-15 08:58:00
5407,39.0,completed,2024-04-26 20:28:00
5408,66.0,completed,2024-07-16 10:07:00
5409,22.0,completed,2024-07-28 18:27:00
5410,203.0,completed,2024-06-27 13:11:00
5411,182.0,completed,2024-05-06 08:28:00
5412,77.0,completed,2024-06-18 07:41:00
5413,152.0,completed,2024-06-10 15:03:00
5414,45.0,completed,2024-05-24 06:41:00
5415,270.0,completed,2024-07-12 17:50:00
5416,10.0,cancelled,2024-05-16 15:34:00
5417,249.0,cancelled,2024-06-04 10:24:00
5418,139.0,completed,2024-06-16 07:01:00
5419,144.0,completed,2024-05-31 16:22:00
5420,300.0,completed,2024-04-13 07:42:00
5421,124.0,completed,2024-07-11 23:03:00
5422,113.0,pending,2024-07-12 12:22:00
5423,89.0,completed,2024-05-11 23:44:00
5424,184.0,completed,2024-06-29 11:36:00
5425,289.0,completed,2024-04-25 15:34:00
5426,159.0,completed,2024-04-12 01:14:00
5427,309.0,completed,2024-06-01 00:21:00
5428,315.0,completed,2024-05-14 22:11:00
5429,166.0,completed,2024-06-15 22:58:00
5430,73.0,completed,2024-07-20 11:04:00
5431,192.0,pending,2024-05-21 18:06:00
5432,173.0,completed,2024-04-21 23:27:00
5433,328.0,cancelled,2024-04-23 22:35:00
5434,315.0,completed,2024-06-15 05:24:00
5435,158.0,pending,2024-04-17 05:46:00
5436,1.0,pending,2024-05-21 18:02:00
5437,94.0,completed,2024-07-13 19:14:00
5438,328.0,completed,2024-06-03 04:21:00
5439,40.0,completed,2024-05-11 05:40:00
5440,46.0,pending,2024-07-03 10:28:00
5441,6.0,completed,2024-06-28 02:22:00
5442,132.0,completed,2024-04-07 12:28:00
5443,215.0,completed,2024-06-03 12:22:00
5444,280.0,completed,2024-06-01 18:41:00
5445,116.0,completed,2024-07-12 01:18:00
5446,11.0,completed,2024-04-14 02:21:00
5447,88.0,completed,2024-04-10 17:57:00
5448,48.0,cancelled,2024-06-18 15:45:00
5449,16.0,cancelled,2024-04-22 19:56:00
5450,223.0,completed,2024-05-13 06:12:00
5001,1.0,completed,2024-04-01 11:00:00
5451,99999.0,completed,2024-04-02 08:00:00
5452,2.0,COMPLETED,2024-04-03 12:30:00
5453,3.0,returned,2024-04-04 14:00:00
5454,4.0,completed,invalid_date
5455,,completed,2024-04-05 09:00:00
